day,Age,Location,Gender,Student,Employed,Unemployed,Marital_status,Restaurant
6,33,12,1,1,0,0,1,61
1,33,12,1,0,1,0,1,61
4,33,12,0,1,0,0,1,61
1,33,12,1,1,0,0,1,61
5,33,12,1,1,0,0,0,61
4,33,12,0,0,1,0,1,61
3,33,12,1,1,0,0,1,61
1,33,12,1,1,0,0,0,61
3,33,12,1,1,0,0,0,61
5,33,12,1,1,0,0,1,61
3,33,12,0,1,0,0,1,61
6,33,12,1,1,0,0,0,60
4,33,12,1,0,1,0,1,60
6,33,12,1,0,1,0,0,60
7,33,12,1,1,0,0,1,60
1,33,12,1,1,0,0,1,60
5,33,13,0,1,0,0,0,60
1,33,13,0,1,0,0,1,60
3,33,13,0,0,1,0,1,60
3,33,13,0,0,1,0,0,60
1,33,13,1,1,0,0,1,60
5,33,13,0,0,1,0,1,60
4,33,13,1,0,1,0,1,60
5,33,13,1,0,1,0,1,60
5,33,13,0,0,1,0,1,60
1,33,13,1,0,1,0,0,60
2,33,13,1,0,1,0,1,60
5,33,13,0,0,1,0,1,60
7,33,13,1,1,0,0,0,60
2,33,13,0,1,0,0,1,60
4,33,13,1,1,0,0,0,60
1,33,13,0,0,1,0,1,60
7,33,13,1,0,1,0,0,60
3,33,13,1,0,1,0,1,60
6,33,13,0,1,0,0,1,60
6,33,13,1,1,0,0,0,59
1,33,13,1,1,0,0,1,59
4,33,13,1,0,1,0,0,59
6,33,13,1,1,0,0,1,59
7,33,13,0,1,0,0,0,59
1,33,13,1,1,0,0,0,59
6,33,13,0,1,0,0,0,59
4,33,13,0,0,1,0,1,59
6,33,13,0,0,1,0,1,59
1,33,13,1,1,0,0,0,59
3,33,13,0,0,1,0,0,59
3,33,13,0,0,1,0,1,59
2,33,13,1,1,0,0,0,59
5,33,14,1,0,1,0,1,59
6,33,14,1,1,0,0,1,59
2,33,14,0,0,1,0,0,59
4,33,14,0,0,1,0,0,59
1,33,14,0,1,0,0,1,59
1,33,14,1,1,0,0,1,59
3,33,14,0,1,0,0,0,59
3,33,14,0,0,1,0,0,59
7,33,14,1,0,1,0,0,59
2,33,14,1,1,0,0,1,59
5,33,14,1,1,0,0,0,59
7,33,14,1,1,0,0,1,58
5,33,14,0,0,1,0,0,58
1,33,14,1,0,1,0,1,58
4,33,14,0,0,1,0,0,58
7,33,14,1,0,1,0,0,58
5,33,14,0,0,1,0,0,58
6,33,14,1,0,1,0,1,58
2,33,14,1,0,1,0,1,58
6,33,14,0,0,1,0,0,58
6,33,14,0,0,1,0,0,58
3,33,14,0,1,0,0,1,58
1,33,14,1,0,1,0,0,58
1,33,14,1,0,1,0,1,58
2,33,14,1,0,1,0,1,58
5,33,14,1,0,1,0,0,58
3,33,14,0,1,0,0,0,58
6,33,14,1,0,1,0,1,58
3,33,14,1,1,0,0,1,58
6,33,14,1,0,1,0,0,58
6,33,15,0,1,0,0,1,58
6,33,15,1,0,1,0,0,58
7,33,15,1,0,1,0,0,58
7,33,15,1,0,1,0,0,58
6,33,15,0,0,1,0,0,58
6,33,15,1,0,1,0,0,58
4,33,15,0,0,1,0,1,57
7,33,15,0,0,1,0,1,57
6,33,15,0,0,1,0,0,57
4,33,15,1,0,1,0,0,57
4,33,15,0,0,1,0,0,57
5,33,15,0,1,0,0,1,57
2,33,15,0,0,1,0,1,57
4,33,15,0,0,1,0,0,57
5,33,15,0,0,1,0,1,57
6,33,15,1,1,0,0,1,57
5,33,15,1,1,0,0,0,57
2,33,15,1,1,0,0,1,57
6,33,15,0,1,0,0,0,57
7,33,15,1,0,1,0,0,57
1,33,15,0,1,0,0,1,57
3,33,15,0,0,1,0,1,57
6,33,15,1,0,1,0,1,57
6,33,15,1,1,0,0,1,57
6,34,15,0,1,0,0,0,57
5,34,15,0,1,0,0,1,57
2,34,15,1,0,1,0,1,57
6,34,15,1,1,0,0,1,57
5,34,16,1,0,1,0,1,57
2,34,16,0,1,0,0,0,57
3,34,16,0,1,0,0,0,56
6,34,16,0,0,1,0,0,56
1,34,16,1,0,1,0,1,56
7,34,16,0,1,0,0,1,56
3,34,16,0,1,0,0,0,56
3,34,16,0,0,1,0,0,56
4,34,16,1,1,0,0,0,56
7,34,16,1,0,1,0,1,56
3,34,16,0,1,0,0,0,56
1,34,16,1,0,1,0,1,56
1,34,16,0,1,0,0,0,56
3,34,16,1,0,1,0,0,56
4,34,16,1,0,1,0,1,56
6,34,16,1,0,1,0,0,56
2,34,16,1,0,1,0,1,56
5,34,16,1,0,1,0,1,56
6,34,16,0,1,0,0,0,56
2,34,16,1,1,0,0,0,56
3,34,16,1,0,1,0,1,56
4,34,16,1,1,0,0,1,56
2,34,16,0,1,0,0,0,56
4,34,16,1,0,1,0,1,56
2,34,16,0,1,0,0,0,56
3,34,16,0,1,0,0,1,56
2,34,16,1,1,0,0,1,56
3,34,17,0,1,0,0,1,55
6,34,17,0,0,1,0,0,55
4,34,17,1,0,1,0,1,55
4,34,17,0,0,1,0,0,55
7,34,17,0,0,1,0,1,55
6,34,17,1,0,1,0,1,55
2,34,17,0,0,1,0,1,55
4,34,17,1,0,1,0,0,55
5,34,17,1,0,1,0,0,55
7,34,17,0,0,1,0,0,55
7,34,17,1,1,0,0,1,55
3,34,17,1,1,0,0,1,55
5,34,17,0,0,1,0,0,55
5,34,17,1,1,0,0,0,55
4,34,17,0,1,0,0,0,55
2,34,17,0,0,1,0,0,55
4,34,17,1,0,1,0,0,55
4,34,17,1,1,0,0,1,55
3,34,17,0,0,1,0,0,55
5,34,17,0,1,0,0,0,55
1,34,17,1,0,1,0,1,55
4,34,17,1,1,0,0,0,55
7,34,17,0,0,1,0,1,55
3,34,17,1,0,1,0,1,55
2,34,17,0,1,0,0,0,55
5,34,18,1,0,1,0,1,54
7,34,18,0,0,1,0,1,54
5,34,18,0,0,1,0,0,54
2,34,18,1,1,0,0,0,54
4,34,18,1,1,0,0,1,54
3,34,18,1,0,1,0,0,54
7,34,18,1,0,1,0,0,54
1,34,18,1,1,0,0,1,54
5,34,18,1,1,0,0,1,54
4,34,18,1,1,0,0,1,54
1,34,18,0,1,0,0,0,54
4,34,18,0,1,0,0,1,54
1,34,18,0,1,0,0,1,54
5,34,18,0,0,1,0,0,54
6,34,18,1,0,1,0,1,54
2,34,18,0,0,1,0,0,54
4,34,18,1,1,0,0,1,54
1,34,18,0,1,0,0,1,54
3,34,18,1,1,0,0,1,54
2,34,18,0,0,1,0,1,54
2,34,18,1,0,1,0,1,54
7,34,18,1,0,1,0,0,54
7,34,18,0,0,1,0,1,54
4,34,18,0,0,1,0,0,54
4,34,19,1,1,0,0,0,54
7,34,19,1,1,0,0,0,54
6,34,19,0,1,0,0,1,53
3,34,19,1,0,1,0,1,53
5,34,19,0,1,0,0,1,53
1,34,19,1,1,0,0,1,53
2,34,19,0,1,0,0,1,53
7,34,19,0,1,0,0,0,53
2,34,19,1,0,1,0,0,53
3,34,19,0,0,1,0,0,53
4,34,19,1,0,1,0,1,53
4,34,19,1,1,0,0,0,53
2,34,19,1,1,0,0,1,53
5,34,19,0,1,0,0,1,53
5,34,19,1,0,1,0,0,53
5,34,19,0,0,1,0,1,53
5,34,19,0,0,1,0,0,53
3,34,19,0,1,0,0,0,53
2,34,19,1,1,0,0,0,53
1,34,19,1,0,1,0,1,53
6,34,19,0,0,1,0,1,53
6,34,19,0,1,0,0,0,53
4,34,19,0,0,1,0,1,53
2,34,19,0,0,1,0,0,53
6,34,20,0,0,1,0,0,53
2,34,20,1,1,0,0,1,53
2,34,20,1,1,0,0,1,53
4,34,20,0,1,0,0,0,52
5,34,20,1,0,1,0,1,52
1,34,20,1,0,1,0,1,52
2,34,20,1,0,1,0,0,52
3,34,20,1,1,0,0,1,52
2,34,20,0,1,0,0,1,52
1,34,20,0,0,1,0,0,52
5,34,20,1,0,1,0,0,52
3,34,20,0,0,1,0,1,52
5,34,20,1,1,0,0,1,52
1,34,20,0,0,1,0,1,52
2,34,20,0,0,1,0,1,52
4,34,20,0,1,0,0,1,52
2,34,20,0,1,0,0,0,52
6,34,20,1,0,1,0,0,52
4,34,20,0,1,0,0,0,52
6,34,20,1,1,0,0,1,52
4,34,20,1,0,1,0,0,52
5,35,20,0,1,0,0,0,52
7,35,21,1,0,1,0,0,52
7,35,21,1,1,0,0,1,52
1,35,21,1,1,0,0,1,52
7,35,21,1,1,0,0,0,52
7,35,21,0,1,0,0,0,52
3,35,21,0,1,0,0,0,52
4,35,21,1,1,0,0,1,52
6,35,21,1,1,0,0,0,51
1,35,21,1,1,0,0,0,51
1,35,21,1,1,0,0,1,51
4,35,21,1,0,1,0,0,51
2,35,21,1,1,0,0,1,51
7,35,21,0,1,0,0,1,51
2,35,21,0,0,1,0,0,51
1,35,21,1,1,0,0,0,51
6,35,21,1,1,0,0,0,51
4,35,21,0,1,0,0,0,51
2,35,21,1,0,1,0,1,51
6,35,21,0,1,0,0,0,51
3,35,21,1,0,1,0,1,51
5,35,21,0,0,1,0,1,51
1,35,21,1,0,1,0,1,51
2,35,22,1,0,1,0,0,51
2,35,22,1,1,0,0,1,51
4,35,22,1,1,0,0,1,51
5,35,22,1,0,1,0,1,51
1,35,22,0,1,0,0,1,51
4,35,22,1,1,0,0,1,51
5,35,22,1,0,1,0,1,51
7,35,22,0,0,1,0,0,51
1,35,22,0,0,1,0,1,51
6,35,22,0,1,0,0,0,51
3,35,22,1,0,1,0,1,51
6,35,22,0,1,0,0,0,50
3,35,22,0,0,1,0,0,50
1,35,22,0,1,0,0,0,50
2,35,22,1,1,0,0,0,50
4,35,22,1,0,1,0,0,50
3,35,22,0,1,0,0,0,50
3,35,22,1,0,1,0,1,50
7,35,22,0,0,1,0,1,50
7,35,22,0,0,1,0,0,50
6,35,23,1,0,1,0,1,50
7,35,23,0,0,1,0,0,50
7,35,23,1,1,0,0,1,50
6,35,23,0,0,1,0,1,50
2,35,23,1,0,1,0,0,50
4,35,23,1,1,0,0,1,50
6,35,23,0,1,0,0,0,50
7,35,23,1,0,1,0,0,50
1,35,23,0,0,1,0,0,50
3,35,23,0,1,0,0,0,50
2,35,23,1,1,0,0,1,50
7,35,23,1,0,1,0,1,50
7,35,23,0,1,0,0,0,50
5,35,23,1,0,1,0,0,50
1,35,23,0,1,0,0,0,50
3,35,23,0,1,0,0,0,50
6,35,23,0,1,0,0,0,50
6,35,23,0,0,1,0,0,50
5,35,23,1,1,0,0,0,49
3,35,23,0,1,0,0,1,49
6,35,24,0,0,1,0,1,49
7,35,24,0,1,0,0,1,49
1,35,24,1,1,0,0,0,49
1,35,24,0,0,1,0,0,49
5,35,24,0,1,0,0,0,49
7,35,24,1,0,1,0,0,49
1,35,24,0,1,0,0,1,49
6,35,24,1,1,0,0,1,49
6,35,24,0,0,1,0,0,49
1,35,24,1,1,0,0,0,49
1,35,24,0,0,1,0,0,49
6,35,24,0,0,1,0,1,49
4,35,24,1,0,1,0,0,49
3,35,24,0,0,1,0,0,49
5,35,24,0,0,1,0,1,49
6,35,24,0,1,0,0,0,49
5,35,24,1,1,0,0,0,49
3,35,24,1,0,1,0,1,49
3,35,24,1,0,1,0,1,49
3,35,25,0,0,1,0,0,49
2,35,25,1,1,0,0,1,49
4,35,25,0,1,0,0,0,49
2,35,25,0,0,1,0,0,49
3,35,25,0,0,1,0,0,49
1,35,25,0,1,0,0,1,48
7,35,25,0,1,0,0,1,48
7,35,25,1,1,0,0,1,48
7,35,25,1,0,1,0,1,48
2,35,25,0,1,0,0,1,48
6,35,25,0,0,1,0,1,48
4,35,25,1,1,0,0,0,48
1,35,25,1,0,1,0,0,48
3,35,25,0,1,0,0,1,48
1,35,25,0,1,0,0,0,48
6,35,25,0,1,0,0,0,48
1,35,25,0,1,0,0,0,48
6,35,25,0,0,1,0,0,48
1,35,25,1,0,1,0,0,48
5,35,26,1,0,1,0,1,48
6,35,26,1,1,0,0,1,48
2,35,26,1,1,0,0,1,48
6,35,26,0,1,0,0,0,48
1,35,26,0,0,1,0,0,48
6,35,26,1,1,0,0,1,48
2,35,26,0,0,1,0,0,48
6,35,26,0,1,0,0,0,48
3,35,26,1,0,1,0,1,48
6,35,26,0,1,0,0,0,48
5,35,26,1,1,0,0,0,48
3,35,26,0,1,0,0,1,48
3,35,26,0,0,1,0,0,48
5,35,26,1,1,0,0,0,47
1,35,26,1,0,1,0,1,47
2,35,26,0,0,1,0,0,47
5,35,26,0,0,1,0,0,47
2,35,26,1,0,1,0,0,47
3,35,27,1,1,0,0,0,47
7,35,27,0,1,0,0,0,47
7,35,27,0,0,1,0,0,47
3,35,27,1,0,1,0,1,47
1,35,27,0,1,0,0,1,47
2,36,27,0,0,1,0,0,47
7,36,27,1,0,1,0,0,47
5,36,27,1,0,1,0,1,47
1,36,27,0,0,1,0,0,47
2,36,27,1,1,0,0,0,47
5,36,27,1,0,1,0,0,47
4,36,27,1,1,0,0,1,47
6,36,27,0,1,0,0,0,47
1,36,27,1,0,1,0,0,47
7,36,27,0,1,0,0,1,47
1,36,27,0,1,0,0,1,47
4,36,27,0,0,1,0,0,47
6,36,27,0,1,0,0,0,47
4,36,28,1,0,1,0,1,47
7,36,28,0,0,1,0,1,47
7,36,28,0,1,0,0,1,47
5,36,28,0,1,0,0,1,47
2,36,28,1,1,0,0,1,47
3,36,28,1,0,1,0,1,46
3,36,28,1,1,0,0,1,46
1,36,28,1,0,1,0,1,46
4,36,28,1,0,1,0,0,46
4,36,28,0,1,0,0,1,46
4,36,28,0,0,1,0,0,46
6,36,28,1,1,0,0,0,46
3,36,28,0,1,0,0,1,46
2,36,28,1,1,0,0,1,46
3,36,28,0,0,1,0,1,46
4,36,28,0,0,1,0,1,46
7,36,28,0,0,1,0,0,46
2,36,29,1,0,1,0,0,46
7,36,29,1,1,0,0,0,46
6,36,29,0,1,0,0,1,46
3,36,29,1,1,0,0,0,46
7,36,29,1,1,0,0,0,46
4,36,29,0,0,1,0,1,46
4,36,29,0,0,1,0,0,46
5,36,29,0,0,1,0,0,46
5,36,29,0,0,1,0,1,46
1,36,29,1,1,0,0,0,46
6,36,29,0,0,1,0,0,46
4,36,29,1,1,0,0,1,46
6,36,29,0,0,1,0,1,46
3,36,29,1,0,1,0,0,46
2,36,29,0,0,1,0,1,46
6,36,29,0,0,1,0,0,45
6,36,30,0,0,1,0,0,45
5,36,30,0,0,1,0,1,45
7,36,30,0,0,1,0,1,45
1,36,30,0,1,0,0,1,45
4,36,30,1,1,0,0,1,45
2,36,30,1,1,0,0,1,45
5,36,30,1,0,1,0,1,45
3,36,30,0,0,1,0,0,45
6,36,30,1,1,0,0,0,45
2,36,30,0,0,1,0,1,45
4,36,30,1,0,1,0,0,45
3,36,30,0,1,0,0,0,45
5,36,30,0,0,1,0,0,45
1,36,30,1,1,0,0,1,45
4,36,30,1,0,1,0,1,45
5,36,30,1,1,0,0,1,45
7,36,31,0,1,0,0,0,45
7,36,31,1,1,0,0,0,45
1,36,31,0,0,1,0,0,45
6,36,31,1,0,1,0,1,45
3,36,31,1,0,1,0,1,45
6,36,31,1,0,1,0,1,45
5,36,31,0,0,1,0,1,45
7,36,31,1,1,0,0,1,45
6,36,31,0,1,0,0,0,45
1,36,31,1,0,1,0,1,45
3,36,31,0,0,1,0,0,45
4,36,31,1,1,0,0,0,44
6,36,31,0,0,1,0,1,44
1,36,31,0,1,0,0,0,44
4,36,31,0,1,0,0,0,44
5,36,31,0,0,1,0,0,44
2,36,32,0,1,0,0,1,44
3,36,32,0,0,1,0,0,44
4,36,32,0,1,0,0,1,44
5,36,32,0,1,0,0,1,44
7,36,32,1,1,0,0,0,44
3,36,32,1,0,1,0,0,44
4,36,32,1,1,0,0,1,44
4,36,32,0,0,1,0,0,44
3,36,32,0,1,0,0,1,44
3,36,32,0,0,1,0,0,44
6,36,32,1,0,1,0,0,44
3,36,32,0,1,0,0,0,44
1,36,32,1,1,0,0,1,44
7,36,32,0,0,1,0,0,44
7,36,32,1,1,0,0,0,44
1,36,32,1,0,1,0,0,44
2,36,33,1,1,0,0,1,44
6,36,33,0,0,1,0,1,44
6,36,33,1,0,1,0,1,44
7,36,33,0,0,1,0,1,44
2,36,33,0,1,0,0,1,44
1,36,33,0,0,1,0,1,44
1,36,33,0,1,0,0,1,44
2,36,33,0,0,1,0,0,44
6,36,33,1,0,1,0,0,43
2,36,33,0,1,0,0,1,43
1,36,33,1,0,1,0,1,43
4,36,33,1,0,1,0,1,43
6,36,33,1,0,1,0,0,43
3,36,33,1,0,1,0,0,43
2,36,34,0,1,0,0,1,43
6,36,34,1,0,1,0,1,43
6,36,34,0,1,0,0,0,43
5,36,34,1,1,0,0,1,43
5,36,34,0,1,0,0,0,43
2,36,34,1,0,1,0,0,43
6,36,34,1,0,1,0,0,43
3,36,34,0,1,0,0,1,43
3,36,34,1,0,1,0,1,43
4,36,34,1,1,0,0,1,43
6,36,34,1,0,1,0,1,43
5,36,34,0,1,0,0,0,43
4,36,34,0,0,1,0,1,43
1,36,34,0,0,1,0,0,43
6,36,34,0,1,0,0,1,43
2,36,35,1,1,0,0,1,43
1,36,35,0,0,1,0,0,43
4,37,35,0,0,1,0,0,43
4,37,35,1,1,0,0,1,43
3,37,35,0,1,0,0,1,43
4,37,35,1,0,1,0,1,43
5,37,35,0,1,0,0,0,43
5,37,35,1,0,1,0,0,42
6,37,35,1,0,1,0,0,42
4,37,35,0,0,1,0,0,42
3,37,35,0,0,1,0,0,42
4,37,35,0,1,0,0,1,42
5,37,35,1,0,1,0,1,42
6,37,35,1,1,0,0,1,42
5,37,36,0,1,0,0,0,42
7,37,36,0,1,0,0,0,42
6,37,36,1,0,1,0,0,42
7,37,36,0,0,1,0,0,42
3,37,36,0,1,0,0,1,42
5,37,36,0,1,0,0,0,42
5,37,36,1,1,0,0,0,42
7,37,36,1,0,1,0,1,42
4,37,36,1,1,0,0,1,42
3,37,36,0,1,0,0,0,42
3,37,36,0,0,1,0,0,42
7,37,36,0,0,1,0,0,42
1,37,36,1,1,0,0,1,42
1,37,36,0,1,0,0,1,42
3,37,37,0,0,1,0,1,42
4,37,37,1,1,0,0,0,42
5,37,37,0,0,1,0,0,42
2,37,37,0,1,0,0,0,42
6,37,37,1,0,1,0,1,42
4,37,37,1,1,0,0,0,42
2,37,37,1,1,0,0,1,42
6,37,37,1,0,1,0,0,42
4,37,37,1,0,1,0,1,41
1,37,37,1,0,1,0,0,41
3,37,37,1,1,0,0,1,41
5,37,37,1,1,0,0,0,41
4,37,37,0,0,1,0,0,41
6,37,37,0,1,0,0,0,41
4,37,38,0,1,0,0,1,41
2,37,38,0,0,1,0,0,41
4,37,38,0,0,1,0,0,41
3,37,38,0,1,0,0,1,41
4,37,38,0,0,1,0,1,41
3,37,38,0,0,1,0,0,41
7,37,38,1,0,1,0,0,41
7,37,38,1,1,0,0,1,41
6,37,38,1,0,1,0,1,41
5,37,38,1,1,0,0,0,41
4,37,38,0,1,0,0,0,41
4,37,38,1,0,1,0,1,41
7,37,38,0,0,1,0,0,41
1,37,39,1,1,0,0,1,41
3,37,39,1,0,1,0,1,41
1,37,39,1,1,0,0,0,41
7,37,39,1,0,1,0,1,41
6,37,39,0,0,1,0,1,41
3,37,39,0,0,1,0,1,41
7,37,39,0,1,0,0,0,41
6,37,39,1,1,0,0,1,41
7,37,39,0,1,0,0,0,41
1,37,39,0,0,1,0,1,41
6,37,39,1,1,0,0,0,41
3,37,39,0,1,0,0,1,40
6,37,39,0,1,0,0,0,40
5,37,39,0,0,1,0,0,40
5,37,40,1,0,1,0,0,40
7,37,40,1,1,0,0,1,40
2,37,40,0,1,0,0,0,40
7,37,40,1,1,0,0,1,40
5,37,40,1,1,0,0,1,40
7,37,40,0,0,1,0,1,40
7,37,40,0,1,0,0,1,40
5,37,40,1,1,0,0,1,40
6,37,40,1,0,1,0,1,40
6,37,40,0,1,0,0,1,40
6,37,40,0,0,1,0,0,40
6,37,40,1,1,0,0,1,40
5,37,41,0,0,1,0,0,40
6,37,41,0,1,0,0,0,40
5,37,41,0,1,0,0,0,40
4,37,41,0,0,1,0,0,40
3,37,41,0,1,0,0,0,40
4,37,41,0,0,1,0,0,40
4,37,41,0,0,1,0,1,40
1,37,41,0,1,0,0,0,40
2,37,41,1,0,1,0,0,40
1,37,41,1,0,1,0,1,40
5,37,41,0,1,0,0,0,40
4,37,41,1,0,1,0,0,40
2,37,41,0,1,0,0,0,40
1,37,42,0,0,1,0,0,40
7,37,42,0,1,0,0,1,40
7,37,42,0,1,0,0,0,39
6,37,42,1,1,0,0,1,39
6,37,42,0,1,0,0,0,39
2,37,42,0,0,1,0,0,39
1,37,42,1,0,1,0,1,39
1,37,42,0,1,0,0,0,39
3,37,42,0,0,1,0,0,39
7,37,42,1,0,1,0,1,39
2,37,42,0,0,1,0,1,39
7,37,42,0,0,1,0,1,39
6,37,42,1,0,1,0,1,39
3,37,43,1,1,0,0,0,39
1,37,43,1,1,0,0,0,39
1,37,43,0,0,1,0,1,39
3,37,43,1,0,1,0,1,39
1,37,43,1,0,1,0,1,39
5,37,43,0,1,0,0,0,39
6,37,43,1,0,1,0,1,39
4,37,43,0,1,0,0,0,39
5,37,43,0,0,1,0,1,39
6,37,43,1,0,1,0,1,39
5,37,43,1,0,1,0,0,39
6,37,43,1,0,1,0,1,39
2,37,44,0,1,0,0,0,39
2,37,44,0,0,1,0,0,39
2,37,44,0,1,0,0,0,39
4,37,44,1,0,1,0,1,39
1,37,44,1,0,1,0,1,39
1,37,44,1,1,0,0,0,39
3,37,44,1,0,1,0,1,39
4,38,44,0,1,0,0,0,38
7,38,44,0,1,0,0,0,38
6,38,44,1,0,1,0,1,38
5,38,44,1,0,1,0,0,38
4,38,44,0,0,1,0,0,38
6,38,45,1,1,0,0,0,38
2,38,45,0,1,0,0,1,38
1,38,45,0,0,1,0,0,38
5,38,45,0,0,1,0,1,38
4,38,45,1,1,0,0,0,38
6,38,45,1,1,0,0,1,38
6,38,45,1,0,1,0,1,38
6,38,45,1,0,1,0,0,38
7,38,45,1,0,1,0,0,38
1,38,45,1,0,1,0,0,38
2,38,45,1,0,1,0,0,38
4,38,46,1,0,1,0,1,38
3,38,46,0,0,1,0,0,38
2,38,46,0,0,1,0,0,38
2,38,46,1,1,0,0,1,38
6,38,46,0,1,0,0,1,38
1,38,46,0,0,1,0,0,38
5,38,46,1,1,0,0,1,38
2,38,46,0,0,1,0,1,38
1,38,46,1,1,0,0,1,38
6,38,46,1,0,1,0,0,38
7,38,46,0,0,1,0,0,38
4,38,46,0,0,1,0,0,38
2,38,47,0,0,1,0,0,38
1,38,47,0,1,0,0,0,38
3,38,47,0,0,1,0,0,38
3,38,47,1,1,0,0,1,37
5,38,47,0,0,1,0,0,37
2,38,47,0,0,1,0,1,37
7,38,47,1,1,0,0,1,37
2,38,47,1,1,0,0,1,37
2,38,47,0,0,1,0,1,37
2,38,47,0,0,1,0,1,37
1,38,47,0,0,1,0,0,37
5,38,48,1,1,0,0,1,37
1,38,48,1,1,0,0,1,37
5,38,48,0,1,0,0,1,37
1,38,48,1,1,0,0,1,37
6,38,48,0,1,0,0,0,37
5,38,48,0,1,0,0,0,37
1,38,48,1,0,1,0,0,37
4,38,48,1,1,0,0,1,37
7,38,48,0,0,1,0,0,37
1,38,48,1,0,1,0,0,37
2,38,48,0,1,0,0,1,37
4,38,48,0,1,0,0,0,37
3,38,49,0,0,1,0,1,37
7,38,49,0,1,0,0,0,37
5,38,49,0,0,1,0,1,37
1,38,49,0,0,1,0,0,37
2,38,49,1,1,0,0,1,37
3,38,49,0,1,0,0,1,37
7,38,49,1,0,1,0,1,37
7,38,49,0,0,1,0,0,37
6,38,49,0,1,0,0,0,37
5,38,49,1,1,0,0,1,37
4,38,49,0,0,1,0,0,37
3,38,50,1,0,1,0,1,36
5,38,50,0,0,1,0,1,36
1,38,50,0,0,1,0,1,36
6,38,50,0,0,1,0,1,36
1,38,50,0,0,1,0,0,36
7,38,50,0,0,1,0,1,36
4,38,50,1,0,1,0,0,36
4,38,50,0,0,1,0,0,36
7,38,50,1,0,1,0,0,36
5,38,50,1,0,1,0,1,36
6,38,50,0,0,1,0,0,36
4,38,51,1,1,0,0,0,36
1,38,51,1,0,1,0,1,36
4,38,51,1,0,1,0,0,36
6,38,51,0,1,0,0,1,36
7,38,51,0,1,0,0,0,36
6,38,51,1,0,1,0,0,36
2,38,51,1,0,1,0,0,36
5,38,51,1,0,1,0,1,36
4,38,51,0,0,1,0,0,36
1,38,51,1,1,0,0,0,36
3,38,52,0,1,0,0,1,36
3,38,52,0,0,1,0,1,36
4,38,52,1,1,0,0,0,36
4,38,52,1,1,0,0,0,36
3,38,52,1,0,1,0,0,36
4,38,52,0,1,0,0,0,36
4,38,52,0,1,0,0,0,36
3,38,52,0,0,1,0,1,36
5,38,52,1,1,0,0,0,36
6,38,52,0,1,0,0,0,36
6,38,52,0,1,0,0,0,35
2,38,53,1,0,1,0,1,35
7,38,53,0,0,1,0,0,35
7,38,53,0,1,0,0,1,35
4,38,53,1,0,1,0,1,35
5,38,53,0,1,0,0,0,35
4,38,53,1,0,1,0,0,35
5,38,53,0,0,1,0,0,35
2,38,53,0,0,1,0,1,35
6,38,53,1,1,0,0,0,35
1,38,53,1,1,0,0,0,35
4,38,54,0,1,0,0,0,35
6,38,54,0,0,1,0,0,35
7,38,54,1,1,0,0,0,35
2,38,54,1,1,0,0,1,35
7,38,54,0,0,1,0,0,35
4,38,54,1,1,0,0,1,35
3,38,54,0,0,1,0,0,35
3,38,54,0,1,0,0,0,35
2,38,54,0,0,1,0,0,35
4,38,54,1,1,0,0,0,35
6,38,55,1,1,0,0,0,35
6,38,55,0,1,0,0,0,35
1,38,55,0,0,1,0,0,35
3,38,55,0,0,1,0,1,35
3,38,55,1,0,1,0,1,35
2,38,55,1,1,0,0,1,35
2,38,55,1,0,1,0,0,35
4,38,55,0,0,1,0,1,35
6,38,55,1,1,0,0,0,35
4,38,55,1,0,1,0,1,35
4,38,55,1,0,1,0,1,35
2,39,56,1,1,0,0,0,35
6,39,56,1,0,1,0,1,34
1,39,56,0,0,1,0,0,34
2,39,56,1,1,0,0,1,34
2,39,56,0,0,1,0,1,34
3,39,56,0,1,0,0,1,34
1,39,56,1,1,0,0,0,34
7,39,56,0,1,0,0,1,34
5,39,56,0,0,1,0,1,34
7,39,56,1,1,0,0,1,34
4,39,57,0,1,0,0,1,34
5,39,57,1,0,1,0,0,34
4,39,57,1,0,1,0,1,34
7,39,57,0,1,0,0,0,34
4,39,57,0,1,0,0,1,34
6,39,57,1,0,1,0,1,34
4,39,57,0,1,0,0,0,34
5,39,57,1,1,0,0,0,34
6,39,57,0,1,0,0,1,34
7,39,58,0,1,0,0,1,34
5,39,58,0,1,0,0,0,34
6,39,58,1,1,0,0,0,34
6,39,58,1,0,1,0,0,34
5,39,58,0,1,0,0,0,34
6,39,58,1,1,0,0,0,34
6,39,58,0,1,0,0,1,34
5,39,58,1,1,0,0,1,34
2,39,58,0,1,0,0,0,34
3,39,58,0,1,0,0,0,34
5,39,59,0,1,0,0,0,34
5,39,59,1,1,0,0,0,34
2,39,59,0,0,1,0,0,34
4,39,59,0,0,1,0,0,34
1,39,59,1,1,0,0,1,33
1,39,59,1,0,1,0,0,33
2,39,59,1,0,1,0,0,33
6,39,59,1,0,1,0,0,33
3,39,59,0,1,0,0,0,33
6,39,59,0,0,1,0,0,33
6,39,60,0,0,1,0,0,33
1,39,60,1,1,0,0,1,33
6,39,60,1,1,0,0,0,33
1,39,60,0,1,0,0,0,33
4,39,60,0,0,1,0,0,33
2,39,60,1,1,0,0,1,33
6,39,60,0,1,0,0,1,33
2,39,60,1,0,1,0,0,33
4,39,60,0,1,0,0,1,33
2,39,61,1,1,0,0,0,33
2,39,61,1,1,0,0,1,33
